mes,localidad,upz,punto,direccion,jornada,#_actividades,participanteshombres,participantesmujeres,total
JUNIO,Fontibón,Zona Franca,EL DORIMILON,CARRERA 123 #13D - 47,Persona Mayor,6,2,83,85
JUNIO,Fontibón,Fontibón,VILLEMAR,"ENTRE 96, CALLE. 20D #S/N, ZONA 5",Persona Mayor,6,8,100,108
JUNIO,Fontibón,Fontibón,CDC LA GIRALDA,CRA 104B # 22J - 15,Manzanas del Ciudado,12,9,185,194
JUNIO,Fontibón,Fontibón,RECODO HYNTIBA,Cll. 14b #119a-17,Manzanas del Ciudado,3,3,66,69
JUNIO,Fontibón,Zona Franca,SABANA GRANDE - ZONA FRANCA,CARRERA 106 # 25,Persona Mayor,6,0,57,57
JUNIO,Fontibón,Fontibón,CARMEN DE LA LAGUNA,CALLE 16F BIS # 104 - 28,Persona Mayor,6,14,377,391
JUNIO,Fontibón,Modelia,ALAMEDA MODELIA,CALLE 24A # 74A - 40 FONTIBON,Persona Mayor,6,21,255,276
JUNIO,Fontibón,Fontibon San Pablo,BOHIOS,CARRERA 118B # 18,Persona Mayor,3,8,28,36
JUNIO,Fontibón,Capellania,OFIR,CR 100 25B 27,Persona Mayor,3,6,43,49
JUNIO,Fontibón,Fontibón,BATAVIA,CALLE 18 # 114A - 1,Persona Mayor,3,3,42,45
JUNIO,Kennedy,Las Margaritas,PARQUE GILMA JIMENEZ,CALLE 51 A SUR N 82 A 16,Recreovia Fin de Semana,19,72,326,398
JUNIO,Kennedy,Las Margaritas,PARQUE GILMA JIMENEZ,CALLE 51 A SUR N 82 A 16,Recreovia Entre Semana,22,51,440,491
JUNIO,Kennedy,Las Margaritas,PARQUE GILMA JIMENEZ,CALLE 51 A SUR N 82 A 16,Gimnasios Nocturnos,6,60,15,75
JUNIO,Kennedy,El Porvenir,PARQUE TIERRA BUENA  (MANZANA BELLAVISTA),CALLE 34 A SUR # 99 A 37,Manzanas del Ciudado,25,39,417,456
JUNIO,Kennedy,El Porvenir,PARQUE TIERRA BUENA  (MANZANA BELLAVISTA),CALLE 34 A SUR # 99 A 37,Persona Mayor,3,0,24,24
JUNIO,Kennedy,Timiza,PARQUE TIMIZA,CALLE 40 H SUR N 70A - 81,Recreovia Fin de Semana,18,160,657,817
JUNIO,Kennedy,Timiza,PARQUE TIMIZA,CALLE 40 H SUR N 70A - 81,Recreovia Entre Semana,5,6,98,104
JUNIO,Kennedy,Timiza,SALON COMUNAL LAS LUCES,"CALLE 51A 98, CALLE 51A SUR",Persona Mayor,6,11,105,116
JUNIO,Kennedy,Kennedy Central,LA AMISTAD,TRANSVERSAL 78 J N 41 10 SUR,Gimnasios Nocturnos,6,9,26,35
JUNIO,Kennedy,Kennedy Central,LA AMISTAD,TRANSVERSAL 78 J N 41 10 SUR,Persona Mayor,6,24,181,205
JUNIO,Kennedy,Kennedy Central,LA AMISTAD,TRANSVERSAL 78 J N 41 10 SUR,Recreovia Entre Semana,6,10,140,150
JUNIO,Kennedy,Timiza,CDC LAGO TIMIZA (MANZANA TIMIZA),CARRERA 74 # 42 G 52 SUR,Manzanas del Ciudado,8,0,17,17
JUNIO,Kennedy,Las Margaritas,PARQUE LAS MARGARITAS,"AVENIDA TINTAL CON CARRERAR 89A, CARRERA 89B",Persona Mayor,6,4,104,108
JUNIO,Kennedy,Patio Bonito,PARQUE  BELLAVISTA DINDALITO (MANZANA BELLAVISTA),CALLE 42 SUR # 94 - 15,Manzanas del Ciudado,17,95,1537,1632
JUNIO,Kennedy,Patio Bonito,PARQUE PUBLICO DINDALITO (MANZANA BELLAVISTA),CALLE 42 F SUR # 90 - 33,Manzanas del Ciudado,6,12,80,92
JUNIO,Kennedy,Timiza,PARQUE CATALINA 1,CALLE 52A SUR # 77W - 05,Persona Mayor,7,10,158,168
JUNIO,Kennedy,Patio Bonito,PATIOS 1,CALLE 38C SUR # 87H - 34,Persona Mayor,6,0,114,114
JUNIO,Kennedy,Gran Britalia,PARQUE EL CARMELO,ENTRE CALLE 51C SUR Y CALLE 52A SUR CON CARRERA 89D Y CARRERA 90A BIS,Persona Mayor,6,18,193,211
JUNIO,Kennedy,Timiza,PARQUE LA UNIDAD,CALLE 57D SUR CON CARRERA 77I - 12,Persona Mayor,3,12,72,84
JUNIO,Kennedy,Patio Bonito,CDC BELLA VISTA (MANZANA BELLAVISTA),CALLE 38 SUR # 94 C 29,Manzanas del Ciudado,3,3,3,6
JUNIO,Kennedy,Las Margaritas,URB LAS MARGARITAS (PARQUE MUNDO),DG 49 S 86 80,Persona Mayor,3,0,54,54
JUNIO,Kennedy,Castilla,PARQUE RINCON DE LOS ANGELES,CARRERA 78C # 6D - 47,Gimnasios Nocturnos,6,11,16,27
JUNIO,Kennedy,Bavaria,URBANIZACION ALOHA (ANTES MARSELLA),CALLE 7A BIS # 71A - 20,Gimnasios Nocturnos,6,6,32,38
JUNIO,Kennedy,Bavaria,URBANIZACION ALOHA (ANTES MARSELLA),CALLE 7A BIS # 71A - 20,Persona Mayor,3,3,33,36
JUNIO,Kennedy,Américas,PARQUE LA FLORESTA SUR,CARRERA 68 C # 2 - 04 SUR,Persona Mayor,6,12,177,189
JUNIO,Kennedy,Patio Bonito,PARQUE UNIR 1 ETAPA 1 (MANZANA BELLAVISTA),CALLE 35 SUR # 89 D 31,Manzanas del Ciudado,3,6,84,90
JUNIO,Kennedy,Patio Bonito,PARQUE UNIR 1 ETAPA 1 (MANZANA BELLAVISTA),CALLE 35 SUR # 89 D 31,Persona Mayor,3,6,83,89
JUNIO,Kennedy,Patio Bonito,PARQUE CONDOMINIOS (MANZANA BELLAVISTA),CARRERA 95 A # 34 - 39 SUR,Manzanas del Ciudado,3,9,45,54
JUNIO,Kennedy,Timiza,PARQUE TUNDAMA,CALLE 47 SUR # 72I - 06,Persona Mayor,6,0,88,88
JUNIO,Kennedy,Castilla,PARQUE NUEVA CASTILLA,CALLE 8C # 87B - 91,Persona Mayor,6,17,101,118
JUNIO,Kennedy,Calandaima,URBANIZACION TINTAL SANTA FE,CARRERA 88 # 6A - 99,Persona Mayor,3,0,147,147
JUNIO,Kennedy,Castilla,PARQUE CASTILLA,CARRERA 75 NO. 8A -50,Recreovia Entre Semana,3,4,65,69
JUNIO,Kennedy,Gran Britalia,VILLA ANDREA,CARRERA 81I N 51D 11 SUR,Persona Mayor,8,7,129,136
JUNIO,Kennedy,Patio Bonito,PARQUE PRIMAVERA ETAPA 1 Y 2 (MANZANA BELLAVISTA),CALLE 2 # 90 A 89,Manzanas del Ciudado,3,3,111,114
JUNIO,Kennedy,Timiza,SALON COMUNAL CARIMAGUA (MANZANA TIMIZA),CALLE 39 SUR # 72 K 02,Manzanas del Ciudado,6,3,63,66
JUNIO,La Candelaria,La Candelaria,POLIDEPORTIVO PARQUE BARRIO EGIPTO (4625),CARRERA 1A ESTE # 7-34,Persona Mayor,12,0,78,78
JUNIO,La Candelaria,La Candelaria,PARQUE LA CONCORDIA - (MANZANA CENTRO),CARRERA 5 NO. 12C - 40,Manzanas del Ciudado,6,9,153,162
JUNIO,Los Mártires,La Sabana,PARQUE RENACIMIENTO,CALLE 26 CRA 22,Recreovia Fin de Semana,17,100,262,362
JUNIO,Los Mártires,La Sabana,PARQUE RENACIMIENTO,CALLE 26 CRA 22,Manzanas del Ciudado,4,12,53,65
JUNIO,Los Mártires,La Sabana,PLAZA ESPAÑA,CARRERA 19 - CALLE 10 A,Persona Mayor,2,0,6,6
JUNIO,Los Mártires,Santa Isabel,PARQUE SANTA ISABEL,Carrera 28 #1F-35,Persona Mayor,3,2,26,28
JUNIO,Los Mártires,Santa Isabel,CASTILLO DE LAS ARTES (MANZANA DE LOS MARTIRES),CALLE 23 # 14-19,Manzanas del Ciudado,4,0,6,6
JUNIO,Los Mártires,La Sabana,PARQUE EDUARDO SANTOS,CALLE 4A BIS # 18B - 30,Persona Mayor,2,0,6,6
JUNIO,Los Mártires,La Sabana,PARQUE EDUARDO SANTOS,CALLE 4A BIS # 18B - 30,Recreovia Entre Semana,6,3,63,66
JUNIO,Los Mártires,Santa Isabel,PARQUE LA PERLA,CALLE 1D BIS 29 - 92,Persona Mayor,4,2,66,68
JUNIO,Puente Aranda,Ciudad Montes,PARQUE CIUDAD MONTES,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Recreovia Fin de Semana,18,96,399,495
JUNIO,Puente Aranda,Ciudad Montes,PARQUE CIUDAD MONTES,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Recreovia Entre Semana,9,15,130,145
JUNIO,Puente Aranda,San Rafael,SALON COMUNAL LA PONDEROSA,CALLE 1 B # 52 A 14,Manzanas del Ciudado,9,0,75,75
JUNIO,Puente Aranda,Muzú,PARQUE AUTOPISTA MUZU,CALLE 38SUR #50a - 70 Autopista Sur,Persona Mayor,12,10,185,195
JUNIO,Puente Aranda,Ciudad Montes,PARQUE CHAMPIONS,CARRERA 43 # 4 B - 72,Persona Mayor,8,0,133,133
JUNIO,Puente Aranda,Ciudad Montes,PARQUE COLISEO EL JAZMIN,CARRERA 43 CON CALLE 1B COSTADOO NOR -OCCIDENTAL,Persona Mayor,2,2,2,4
JUNIO,Puente Aranda,Ciudad Montes,PARQUE COLISEO EL JAZMIN,CARRERA 43 CON CALLE 1B COSTADOO NOR -OCCIDENTAL,Recreovia Entre Semana,6,5,104,109
JUNIO,Puente Aranda,San Rafael,PARQUE ACUAVIVA,CALLE 3 # 34 - 83,Gimnasios Nocturnos,6,22,24,46
JUNIO,Puente Aranda,San Rafael,PARQUE ACUAVIVA,CALLE 3 # 34 - 83,Persona Mayor,6,6,42,48
JUNIO,Puente Aranda,Puente Aranda,PARQUE LA ALQUERIA,Calle 43 Sur # 52-20,Persona Mayor,9,0,101,101
JUNIO,Puente Aranda,San Rafael,PARQUE EL TEJAR,"con carrera 52C, Cl. 28 Sur, Puente Aranda, Bogotá",Persona Mayor,6,0,84,84
JUNIO,Puente Aranda,Puente Aranda,SALON COMUNAL LOS SAUCES,CALLE 29 SUR # 37 - 21,Persona Mayor,4,0,43,43
JUNIO,Puente Aranda,Ciudad Montes,CDC JOSE ANTONIO GALAN (MANZANA PTE ARANDA),AVENIDA CALLE 6 LOS COMUNEROS CON TRANSVERSAL 43 CARRERA 8 COSTADO NOROCCIDENTAL,Manzanas del Ciudado,7,5,71,76
JUNIO,Puente Aranda,Muzú,PARQUE DE LA VIRGEN,Tv. 39B #39 SUR,Persona Mayor,8,0,93,93
JUNIO,Puente Aranda,San Rafael,PARQUE COLONIA ORIENTAL,ENTRE CALLE 3a Y CALLE 5 CARRERA 50a Y CARRERA  51,Gimnasios Nocturnos,6,6,33,39
JUNIO,Puente Aranda,San Rafael,PARQUE COLONIA ORIENTAL,ENTRE CALLE 3a Y CALLE 5 CARRERA 50a Y CARRERA  51,Persona Mayor,8,6,149,155
JUNIO,Puente Aranda,Ciudad Montes,PARQUE TORREMOLINOS I SECTOR,DIAGONAL 18B SUR NO. 49B -  45,Persona Mayor,8,0,36,36
JUNIO,Puente Aranda,Ciudad Montes,PARQUE LA CAMELIA NORTE,AVENIDA CALLE 3 CON TRASNVERSAL 49 COSTADO NOROCCIDENTAL,Persona Mayor,8,0,68,68
JUNIO,Puente Aranda,Ciudad Montes,CENTRO DÍA MONSEÑOR - SANTA MATILDE,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Persona Mayor,9,50,277,327
JUNIO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Recreovia Fin de Semana,18,48,186,234
JUNIO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Calistenia,15,4,111,115
JUNIO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Recreovia Entre Semana,8,23,132,155
JUNIO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Gimnasios Nocturnos,6,3,84,87
JUNIO,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Recreovia Entre Semana,9,3,90,93
JUNIO,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Calistenia,6,3,62,65
JUNIO,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Persona Mayor,3,6,66,72
JUNIO,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Gimnasios Nocturnos,3,0,3,3
JUNIO,Rafael Uribe Uribe,Quiroga,POLIDEPORTIVO QUIROGA,CALLE 31 B SUR N 22-25,Persona Mayor,8,0,157,157
JUNIO,Rafael Uribe Uribe,Diana Turbay,DESARROLLO LA MARQUEZA,DIADIAGONAL 49B BIS A SUR DIAGONAL 49B SUR CON TRANSVERSAL 1C ESTE COSTADO SUR,Persona Mayor,6,17,88,105
JUNIO,Rafael Uribe Uribe,Marruecos,EL CONSUELO SUR (AVENIDA CARACAS),ENTRE CALLE 50D SUR Y AVENIDA CALLE 51 SUR CON CARRERA 13 Y CARRERA 12A,Persona Mayor,3,6,42,48
JUNIO,Rafael Uribe Uribe,Quiroga,URBANIZACION QUIROGA 8 ETAPA,ENTRE AVERINA CALLE 36 SUR Y CALLER 37 SUR CON CARRERA 24,Recreovia Entre Semana,10,0,259,259
JUNIO,Rafael Uribe Uribe,Diana Turbay,POLIDEPORTIVO LOS MOLINOS II,CALLE 48 P BIS C SUR N 4-30,Recreovia Entre Semana,8,12,99,111
JUNIO,Rafael Uribe Uribe,Diana Turbay,POLIDEPORTIVO LOS MOLINOS II,CALLE 48 P BIS C SUR N 4-30,Persona Mayor,6,11,163,174
JUNIO,Rafael Uribe Uribe,Diana Turbay,POLIDEPORTIVO LOS MOLINOS II,CALLE 48 P BIS C SUR N 4-30,Gimnasios Nocturnos,6,0,66,66
JUNIO,Rafael Uribe Uribe,Marruecos,EL PORTAL II SECTOR,ENTRE CALLE 51A SUR 51 SUR Y CALLE 52 SUR CON TRANSVERSAL 5C Y TRANSVERSAL 5D CARRERA 5D,Recreovia Entre Semana,8,48,199,247
JUNIO,Rafael Uribe Uribe,Diana Turbay,PALERMO SUR,DIAGONAL 49 BIS SUR CARRERA 2 A Y 4,Persona Mayor,3,5,40,45
JUNIO,Rafael Uribe Uribe,Quiroga,CENTRO DESARROLLO COMUNITARIO SAMORE (MANZANA DEL CUIDADO),CALLE 32 SUR # 23 - 62,Manzanas del Ciudado,6,6,154,160
JUNIO,Rafael Uribe Uribe,Marruecos,DESARROLLO CALLEJON DE SANTA BARBARA I Y II,COSTADO OCCIDENTAL DE LA CARRERA 5 N ENTRE LAS DIAGONALES 48 J BIS SUR Y 48 K SUR,Persona Mayor,6,0,38,38
JUNIO,Rafael Uribe Uribe,Quiroga,CENTRO DIA QUIROGA,CARRERA 24  NUMERO 33 -07 SUR,Manzanas del Ciudado,3,15,24,39
JUNIO,Rafael Uribe Uribe,Diana Turbay,SALON COMUNAL LA PAZ CEBADAL (MANZANA SAMORE),CARRERA 4D BIS NUMERO 52 SUR 95,Manzanas del Ciudado,3,6,39,45
JUNIO,Rafael Uribe Uribe,San José,PARQUE SAN JOSE,CARRERA 12 D # 22 B- 55 SU,Persona Mayor,5,3,60,63
JUNIO,Rafael Uribe Uribe,Marruecos,URBANIZACION MARRUECOS,ENTRE CARRERA 5K Y CARRERA 5L CON CALLE 48Y SUR DIAGONAL 48Y SUR Y CALLE 49A BIS SUR DIAGONAL 49 BIS A SUR,Recreovia Entre Semana,9,38,434,472
JUNIO,Rafael Uribe Uribe,Quiroga,SALON COMUNAL QUIROGA ETAPA (MANZANA SAMORE),CRA 21 # 40B - 24S,Manzanas del Ciudado,3,3,50,53
JUNIO,Rafael Uribe Uribe,Marruecos,URBANIZACION CERROS DE ORIENTE,CARRERA 3 Y TRANS 4 CON CALLE 48H SUR,Persona Mayor,3,0,12,12
JUNIO,Rafael Uribe Uribe,Diana Turbay,LA PAZ SECTOR NARANJOS DANUBIO AZUL,DIAGONAL 53 D SUR TRANSVERSAL 3 A ESTE,Persona Mayor,3,3,27,30
JUNIO,San Cristóbal,La Gloria,LA VICTORIA,CARRERA 2 ESTE CON CALLE 36L SUR ESQUINA,Persona Mayor,3,6,45,51
JUNIO,San Cristóbal,La Gloria,LA VICTORIA,CARRERA 2 ESTE CON CALLE 36L SUR ESQUINA,Cross Hit,17,27,86,113
JUNIO,San Cristóbal,San Blas,CENTRO DIA  MONTAÑA DEL SABER,Cra 1 A # 22 A - 01 Sur,Manzanas del Ciudado,9,10,223,233
JUNIO,San Cristóbal,20 de Julio,SERAFINA SEGUNDO SECTOR,KR 8 27A 47 SUR,Persona Mayor,6,9,48,57
JUNIO,San Cristóbal,San Blas,"SAN BLAS (CASA JUSTICIA,DE LA IGUALDAD MANZANAS DEL CUIDADO CEFE SAN CRSITOBAL)",CARRERA 9D ESTE #22A21 SUR,Persona Mayor,9,2,98,100
JUNIO,San Cristóbal,Sosiego,VELODROMO (manzanas del cuidado CEFE SAN CRISTOBAL),CARRERA 5 A # 17- 13 SUR,Recreovia Fin de Semana,18,59,250,309
JUNIO,San Cristóbal,Sosiego,VELODROMO (manzanas del cuidado CEFE SAN CRISTOBAL),CARRERA 5 A # 17- 13 SUR,Manzanas del Ciudado,12,60,360,420
JUNIO,San Cristóbal,Sosiego,VELODROMO (manzanas del cuidado CEFE SAN CRISTOBAL),CARRERA 5 A # 17- 13 SUR,Gimnasios CDRD,6,3,12,15
JUNIO,San Cristóbal,San Blas,CEFE SAN CRISTOBAL (MANZANA CEFE SAN CRISTOBAL),CALLE 17A SUR 2A -60 ESTE,Manzanas del Ciudado,33,33,815,848
JUNIO,San Cristóbal,20 de Julio,VILLA DE LOS ALPES,CARRERA 3 B # 35 - 04 SUR.,Persona Mayor,3,12,118,130
JUNIO,San Cristóbal,20 de Julio,VILLA DE LOS ALPES,CARRERA 3 B # 35 - 04 SUR.,Recreovia Entre Semana,5,16,159,175
JUNIO,San Cristóbal,20 de Julio,VILLA DE LOS ALPES,CARRERA 3 B # 35 - 04 SUR.,Gimnasios Nocturnos,6,7,14,21
JUNIO,San Cristóbal,La Gloria,PARQUE URBANIZACION ANTIOQUIA,CRA 6ESTE CALLE48C 12 ESTE,Persona Mayor,6,15,96,111
JUNIO,San Cristóbal,San Blas,GAITAN CORTES,CARRERA 39 # 2 C - 15,Recreovia Entre Semana,6,18,186,204
JUNIO,San Cristóbal,Sosiego,SAN CRISTOBAL,CALLE 17 A SUR N 2A -50 E,Gimnasios Nocturnos,6,0,21,21
JUNIO,San Cristóbal,San Blas,CIUDADELA PAQUE LA ROCA,CALLE 6 SUR N 3-02 ESTE,Persona Mayor,6,0,48,48
JUNIO,San Cristóbal,La Gloria,URBANIZACION VILLA DEL CERRO,"ENTRE CALLE 46A SUR, TRANSVERSAL 3B ESTE (CARRERA 4A ESTE) Y CARRERA 3B ESTE",Persona Mayor,3,0,42,42
JUNIO,San Cristóbal,20 de Julio,BELLO HORIZONTE,ENTRE CALLE 31C SUR Y CALLE 32C SUR CON CARRERA 3 ESTE Y CARRERA 3A ESTE,Persona Mayor,6,3,96,99
JUNIO,San Cristóbal,San Blas,SANTA INES,CL 28 BIS SUR 7 03 ESTE IN 1,Persona Mayor,6,18,192,210
JUNIO,San Cristóbal,Los Libertadores,AULA AMBIENTAL JUAN REY (MANZANA AURAS AMBIENTALES JUAN REY),CALLE 72A BIS SUR #13-21 ESTE,Manzanas del Ciudado,6,15,106,121
JUNIO,San Cristóbal,La Gloria,ALTOS DEL POBLADO,CARRERA 11 ESTE - CALLE 40 SUR,Persona Mayor,3,0,38,38
JUNIO,San Cristóbal,20 de Julio,MANAGUA- BARCELONA SUR ORIENTAL,CARRERA 9 CON PROLONGACION DE LA CALLE 34B SUR COSTADO SUR,Persona Mayor,6,6,39,45
JUNIO,San Cristóbal,San Blas,CANCHAS  DE SAN BLAS,Cra. 3 Este #18a Sur - 57,Persona Mayor,3,3,69,72
JUNIO,San Cristóbal,San Blas,RAMAJAL,Calle 30B Sur #9 Este 51,Persona Mayor,3,0,39,39
JUNIO,Santa Fe,Las Nieves,PARQUE TERCER MILENIO (4623),CARRERA 10 # 9 - 30,Gimnasios Nocturnos,12,8,13,21
JUNIO,Santa Fe,Las Cruces,PARQUE POLIDEPORTIVO LAS CRUCES (4606),CALLE 1 CARRERA 2,Persona Mayor,12,3,110,113
JUNIO,Santa Fe,La Candelaria,CENTRO PASTORAL SAN JUAN DE DIOS (5095),CARRERA 1A # 1 - 40,Persona Mayor,6,6,58,64
JUNIO,Santa Fe,La Macarena,PLAZA  DE LA  SANTA MARIA,CARRERA 5 N 26B 72,Recreovia Entre Semana,12,3,87,90
JUNIO,Santa Fe,La Candelaria,CIOM SANTAFE (MANZANA CENTRO),CRA 6 # 14 - 98 PISO 4,Manzanas del Ciudado,2,0,8,8
JUNIO,Santa Fe,Lourdes,PARQUE EL TRIUNFO (4697),CARRERA 12BISC # 14 - 15,Persona Mayor,3,0,24,24
JUNIO,Santa Fe,Las Nieves,PARQUE TERCER MILENIO (4623),CARRERA 10 # 9 - 30,Persona Mayor,3,0,24,24
JUNIO,Suba,Tibabuyes,CEFE FONTANAR DEL RIO,CALLE 144C #141C,Manzanas del Ciudado,17,36,624,660
JUNIO,Suba,El Rincón,GLORIA LARA,CRA 95 B # 129 C BIS,Gimnasios Nocturnos,6,2,54,56
JUNIO,Suba,El Rincón,GLORIA LARA,CRA 95 B # 129 C BIS,Recreovia Entre Semana,6,9,172,181
JUNIO,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Cross Hit,23,120,462,582
JUNIO,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Recreovia Fin de Semana,18,41,350,391
JUNIO,Suba,Suba,Apoyos locales - Suba,Cra 146c bis # 90 - 57,Recreovia Entre Semana,2,1,42,43
JUNIO,Suba,Tibabuyes,SANTA RITA(BOTA),Cra 151 calle 132,Persona Mayor,3,0,33,33
JUNIO,Suba,El Rincón,PARQUE LOMBARDIA,CLL 143 # 107 A 05,Recreovia Entre Semana,6,6,193,199
JUNIO,Suba,El Rincón,PARQUE LOMBARDIA,CLL 143 # 107 A 05,Gimnasios Nocturnos,6,0,24,24
JUNIO,Suba,El Prado,PARQUE TIERRA LINDA,CLL 127 C # 49 78,Persona Mayor,6,11,151,162
JUNIO,Suba,Britalia,PARQUE SAN JOSE DE BAVARIA,CLL 170 # 67 51,Persona Mayor,6,6,131,137
JUNIO,Suba,El Rincón,PARQUE SAN GABRIEL,CRA 92 C # 119,Persona Mayor,3,2,60,62
JUNIO,Suba,Britalia,PARQUE MIRANDELA,CLL 188 # 46,Recreovia Entre Semana,3,10,81,91
JUNIO,Suba,Suba,PARQUE RESIDENCIAL EL SALITRE,CRA 96 #161,Persona Mayor,6,6,150,156
JUNIO,Suba,El Rincón,PARQUE LAGOS DE SUBA,CARRERA 102 # 129 - 78,Persona Mayor,6,24,243,267
JUNIO,Suba,El Rincón,PARQUE ALCAPARROS DE SUBA,CRA 105 B # 132 B,Persona Mayor,6,14,86,100
JUNIO,Suba,Suba,POLIDEPORTIVO  GAITANA,TRANSVERSAL 126 N 134 - 88,Recreovia Entre Semana,6,2,158,160
JUNIO,Suba,El Rincón,PARQUE COSTA AZUL 1,CLL 137 # 102,Persona Mayor,6,5,193,198
JUNIO,Suba,Tibabuyes,CADE LA GAITANA (MANZANA LA GAITANA),TV 126 # 134 - 88,Manzanas del Ciudado,6,0,64,64
JUNIO,Suba,Tibabuyes,FONTANAR DEL RIO; CICLOREC,DIAGONAL 147 N 141A 42,Manzanas del Ciudado,4,1,101,102
JUNIO,Suba,El Rincón,PARQUE EL PORTICO,CLL 141 # 99 B 02,Persona Mayor,3,6,62,68
JUNIO,Suba,Tibabuyes,PARQUE URB. NUEVA TIBABUYES (PILOTO),CRA 113 C #142 A 53,Recreovia Entre Semana,3,0,27,27
JUNIO,Suba,Tibabuyes,CEFE FONTANAR POLIDEPORTIVO,CALLE 144C #141C,Manzanas del Ciudado,3,3,77,80
JUNIO,Teusaquillo,La Esmeralda,PARQUE RAFAEL NUÑEZ,CALLE 47 CON CARRERA 50,Persona Mayor,9,10,78,88
JUNIO,Teusaquillo,Parque Simón Bolívar - CAN,VIRGILIO BARCO,AVENIDA CARRERA 60 NO. 57 - 60,Recreovia Fin de Semana,19,77,328,405
JUNIO,Teusaquillo,Parque Simón Bolívar - CAN,VIRGILIO BARCO,AVENIDA CARRERA 60 NO. 57 - 60,Persona Mayor,3,0,0,0
JUNIO,Teusaquillo,Parque Simón Bolívar - CAN,SIMON BOLIVAR ( SECTOR VIRGILIO BARCO),AVENIDA CARRERA 60 N 57 60,Calistenia,9,9,21,30
JUNIO,Teusaquillo,Parque Simón Bolívar - CAN,SIMON BOLIVAR ( SECTOR VIRGILIO BARCO),AVENIDA CARRERA 60 N 57 60,Cross Hit,24,56,97,153
JUNIO,Teusaquillo,Quinta Paredes,URBANIZACION ACEVEDO TEJADA,ENTRE CALLE 28 Y CALLE 29 CON CARRERA 35 Y CARRERA 36,Persona Mayor,3,0,18,18
JUNIO,Teusaquillo,Teusaquillo,CENTRO DIA CASA DE LA SABIDURIA TIERRA DE SABERES (MANZANA TEUSAQUILLO),Carrera 18 # 39-20,Manzanas del Ciudado,2,0,16,16
JUNIO,Teusaquillo,Teusaquillo,CENTRO ADMINISTRATIVO DISTRITAL,CARRERA 30#24-90,Recreovia Entre Semana,4,0,4,4
JUNIO,Teusaquillo,Teusaquillo,CASA DE LA PARTICIPACIÓN (MANZANA TEUSAQUILLO PUNTO ANCLA),CALLE 39B # 19-46,Manzanas del Ciudado,12,0,33,33
JUNIO,Teusaquillo,Ciudad Salitre Oriental,PARQUE CIUDAD SALITRE,CALLE 25 # 69 - 94,Persona Mayor,6,3,159,162
JUNIO,Teusaquillo,La Esmeralda,PARQUE GUERNIKA (MANZANA TEUSAQUILLO),DIAGONAL 46 # 16 - 25,Persona Mayor,6,0,77,77
JUNIO,Teusaquillo,La Esmeralda,PARQUE LA LUISITA,CARRERA 47 CALLE 22 BIS,Persona Mayor,6,15,111,126
JUNIO,Teusaquillo,Teusaquillo,PARQUE EL REFUGIO DE SALITRE,CALLE 22B #63-24,Persona Mayor,3,0,12,12
JUNIO,Teusaquillo,Galerías,URBANIZACION BELALCAZAR (MANZANA TEUSAQUILLO),COSTADO OCCIDENTAL DE LA CARRERA 27 ENTRE LAS CALLES 48 Y 49,Manzanas del Ciudado,3,0,3,3
JUNIO,Teusaquillo,La Esmeralda,PARQUE LA LUISITA,CARRERA 47 CALLE 22 BIS,Gimnasios Nocturnos,6,0,9,9
JUNIO,Teusaquillo,Teusaquillo,PARQUE EL BRASIL (MANZANA TEUSAQUILLO),CALLE 39 # 17-48,Persona Mayor,7,0,46,46
JUNIO,Teusaquillo,Teusaquillo,PARQUE LOS CIPRES,AK 50-22-41,Recreovia Entre Semana,6,0,75,75
JUNIO,Teusaquillo,La Esmeralda,PABLO VI,CARRERA 57 # 56 - 36,Persona Mayor,3,0,33,33
JUNIO,Teusaquillo,Quinta Paredes,"PARQUE TAKAY ""GRAN AMERICA""",Cl. 25 #32A 90,Persona Mayor,3,6,39,45
JUNIO,Teusaquillo,Galerías,PARQUE ALFONSO LOPEZ (MANZANA TEUSAQUILLO),ENTRE CALLE 50 Y CALLE 51 CON CARRERA 21 Y CARRERA 22,Persona Mayor,4,0,23,23
